epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,39.91895911269628,
0,99,,,42.01440889418511,
0,149,,,39.46314574158469,
0,199,,,44.78483055045268,
0,249,,,39.93299182204657,
0,299,,,39.761156576654805,
0,349,,,42.60118874416974,
0,399,,,39.61154437911082,
0,449,,,44.93459161373827,
0,499,,,40.05617841617572,
0,549,,,44.088661171908086,
0,599,,,40.144040536823546,
0,649,,,41.001671299418234,
0,699,,,42.910470788007,
0,749,,,42.4020095814746,
0,799,,,41.03996607017561,
0,849,,,39.65735113544809,
0,899,,,40.47678066454632,
0,949,,,37.28237614559763,
0,999,,,39.202943654838705,
0,1049,,,41.87420973948661,
0,1099,,,38.467451312570695,
0,1149,,,44.59033770778809,
0,1199,,,40.78127169751475,
0,1249,,,45.20483660751153,
0,1299,,,40.77559270650126,
0,1349,,,41.01326980378963,
0,1399,,,44.017739225395715,
0,1449,,,39.172091098569005,
0,1499,,,41.10554528857329,
0,1549,,,40.16818961775142,
0,1599,,,42.985053020288014,
0,1649,,,39.211679068887875,
0,1669,,,,40.06214302551462
0,1669,,40.728365385518366,,
1,1699,,,40.24542867479914,
1,1749,,,39.22219304975252,
1,1799,,,39.30689436425228,
1,1849,,,37.29227560186406,
1,1899,,,42.35368682441769,
1,1949,,,39.99317092759753,
1,1999,,,42.42395364438691,
1,2049,,,38.71817108568235,
1,2099,,,42.70091864825363,
1,2149,,,42.1044926472179,
1,2199,,,43.52316912531118,
1,2249,,,39.97051518940442,
1,2299,,,41.38141638954744,
1,2349,,,37.385471220889926,
1,2399,,,43.10886097603836,
1,2449,40.37376854988425,,,
