epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,2741.934350531351,
0,99,,,2252.4059697702837,
0,149,,,1334.7586778239984,
0,199,,,1152.4640600495454,
0,249,,,814.5393228261202,
0,299,,,1128.2483712770554,
0,349,,,901.995038318593,
0,399,,,560.8803557426481,
0,449,,,911.4773026169808,
0,499,,,987.9097236211783,
0,549,,,750.7441067887681,
0,599,,,811.3161813655803,
0,649,,,980.7367395793106,
0,699,,,525.3805111001789,
0,749,,,664.4173530706819,
0,799,,,594.7001701932276,
0,849,,,716.3875780222236,
0,899,,,406.74505708945026,
0,949,,,474.21911433165474,
0,999,,,1160.905245397548,
0,1049,,,533.4270594282425,
0,1099,,,1267.4136345704333,
0,1149,,,853.961234719146,
0,1199,,,1223.322278723157,
0,1249,,,793.2268441554158,
0,1299,,,401.39472929162423,
0,1349,,,694.91825111329,
0,1399,,,893.9000883902436,
0,1449,,,1028.9950944247998,
0,1499,,,874.4133176250721,
0,1549,,,582.1818088654616,
0,1599,,,656.013905285176,
0,1649,,,1132.8627438458807,
0,1669,,,,690.9292393247549
0,1669,,995.7628818362195,,
1,1699,,,963.2648406330657,
1,1749,,,515.0609253485005,
1,1799,,,784.6370245217988,
1,1849,,,1163.5053150933782,
1,1899,,,1010.2380056409443,
1,1949,,,880.6990961144695,
1,1999,,,613.3082972358125,
1,2049,,,813.6219737261927,
1,2099,,,921.5860051362312,
1,2149,,,718.7926903567482,
1,2161,711.3623585034784,,,
